age,job,marital,education,default,balance,housing,loan,contact,day,month,duration,campaign,pdays,previous,poutcome,y
40.0,,married,tertiary,no,,no,no,cellular,13.0,,0.0,2.0,,1.0,failure,TypeA
54.0,JobCat6,,tertiary,no,496.0,no,no,,,jan,0.0,3.0,,0.0,unknown,TypeB
80.0,,,,no,1468.0,no,no,cellular,13.0,jan,0.0,3.0,-1.0,0.0,unknown,TypeB
,JobCat10,married,,no,687.0,no,no,cellular,13.0,jan,0.0,3.0,,2.0,other,TypeA
,JobCat7,single,secondary,,3816.0,no,no,cellular,13.0,jan,0.0,2.0,195.0,1.0,other,TypeA
27.0,JobCat8,single,tertiary,no,270.0,yes,no,cellular,14.0,jan,0.0,7.0,252.0,4.0,,TypeA
70.0,JobCat2,,,no,482.0,,no,telephone,14.0,jan,0.0,1.0,196.0,2.0,success,TypeB
62.0,JobCat3,married,secondary,no,,no,no,cellular,14.0,jan,0.0,1.0,90.0,4.0,other,TypeB
59.0,JobCat9,,primary,no,4198.0,,no,,14.0,jan,0.0,1.0,,10.0,success,TypeB
51.0,JobCat11,married,secondary,no,,yes,yes,cellular,14.0,jan,0.0,1.0,90.0,1.0,failure,TypeA
48.0,JobCat10,married,secondary,no,,no,no,cellular,14.0,jan,0.0,1.0,,4.0,success,TypeB
81.0,JobCat2,divorced,,no,0.0,no,no,cellular,14.0,jan,0.0,1.0,-1.0,0.0,unknown,TypeA
48.0,JobCat7,married,secondary,,517.0,no,no,,14.0,jan,0.0,1.0,-1.0,0.0,unknown,TypeA
49.0,JobCat9,married,primary,no,,no,no,cellular,14.0,jan,0.0,1.0,196.0,1.0,other,TypeA
34.0,JobCat11,,secondary,no,592.0,no,no,,14.0,jan,,7.0,93.0,7.0,success,TypeA
34.0,JobCat11,married,,,991.0,no,no,cellular,14.0,jan,0.0,2.0,-1.0,0.0,unknown,TypeB
31.0,JobCat7,single,secondary,no,133.0,no,no,cellular,14.0,jan,0.0,2.0,274.0,1.0,success,TypeB
30.0,JobCat9,,tertiary,no,471.0,no,,cellular,14.0,jan,0.0,1.0,-1.0,0.0,unknown,TypeA
28.0,,single,tertiary,no,536.0,no,,cellular,14.0,jan,0.0,2.0,91.0,2.0,success,TypeB
59.0,,,,no,739.0,no,no,cellular,14.0,jan,0.0,1.0,-1.0,0.0,unknown,TypeB
,,married,,no,366.0,no,,cellular,14.0,jan,0.0,2.0,-1.0,0.0,unknown,TypeB
60.0,JobCat2,divorced,tertiary,no,979.0,yes,no,cellular,15.0,jan,0.0,3.0,347.0,1.0,failure,TypeB
37.0,JobCat6,married,,no,2939.0,no,no,cellular,15.0,jan,0.0,2.0,-1.0,,unknown,TypeB
68.0,JobCat2,married,primary,no,0.0,no,no,telephone,15.0,jan,0.0,1.0,-1.0,0.0,unknown,TypeA
65.0,JobCat2,married,primary,no,2173.0,no,no,cellular,15.0,jan,0.0,4.0,276.0,1.0,failure,TypeA
35.0,JobCat11,single,secondary,no,4803.0,no,no,cellular,15.0,jan,0.0,2.0,-1.0,0.0,unknown,TypeB
55.0,JobCat6,married,,no,,no,no,cellular,15.0,jan,,,-1.0,0.0,unknown,TypeB
24.0,,single,,no,1099.0,no,no,cellular,15.0,jan,0.0,2.0,225.0,13.0,other,TypeA
40.0,JobCat9,,tertiary,no,226.0,no,,cellular,,jan,0.0,2.0,-1.0,0.0,unknown,TypeA
33.0,JobCat3,single,tertiary,no,1830.0,no,no,cellular,15.0,jan,0.0,4.0,93.0,2.0,failure,TypeA
85.0,JobCat2,married,primary,no,1255.0,no,no,cellular,15.0,,0.0,3.0,-1.0,0.0,unknown,TypeB
26.0,JobCat6,married,tertiary,no,893.0,no,no,,18.0,jan,0.0,2.0,94.0,2.0,success,TypeA
79.0,JobCat2,married,primary,,8556.0,,no,telephone,,jan,0.0,2.0,272.0,2.0,success,TypeB
64.0,JobCat2,married,,no,588.0,no,no,cellular,18.0,jan,0.0,1.0,91.0,2.0,failure,TypeB
,JobCat5,single,secondary,no,2245.0,no,no,cellular,18.0,jan,0.0,1.0,,0.0,unknown,TypeA
,JobCat3,married,secondary,no,820.0,no,no,cellular,18.0,jan,0.0,1.0,91.0,1.0,success,TypeB
35.0,JobCat6,married,tertiary,no,539.0,no,no,cellular,18.0,jan,,,115.0,3.0,failure,TypeA
63.0,JobCat1,married,,no,1528.0,no,no,,18.0,jan,0.0,2.0,,3.0,success,TypeA
26.0,JobCat6,single,tertiary,no,3053.0,no,,telephone,18.0,jan,0.0,4.0,-1.0,0.0,unknown,TypeA
,JobCat5,single,primary,no,103.0,,,cellular,18.0,jan,0.0,,95.0,4.0,,TypeA
29.0,JobCat6,married,tertiary,,460.0,yes,no,unknown,22.0,jan,0.0,1.0,-1.0,0.0,unknown,TypeA
42.0,JobCat11,,,no,383.0,no,no,cellular,25.0,jan,,1.0,-1.0,0.0,unknown,TypeA
61.0,JobCat2,married,secondary,no,86.0,no,no,cellular,,jan,0.0,1.0,94.0,1.0,success,TypeB
,JobCat2,married,,no,243.0,no,no,cellular,25.0,jan,0.0,1.0,,,success,TypeA
37.0,JobCat6,married,,no,1802.0,no,no,cellular,25.0,jan,0.0,2.0,97.0,2.0,failure,TypeA
35.0,JobCat6,single,tertiary,no,2163.0,no,no,cellular,,jan,0.0,1.0,234.0,,failure,TypeA
50.0,JobCat6,married,,no,5969.0,no,no,cellular,25.0,jan,0.0,1.0,544.0,2.0,failure,TypeB
,JobCat6,married,tertiary,no,,no,no,cellular,,jan,0.0,2.0,283.0,3.0,success,TypeA
36.0,JobCat10,married,primary,,7005.0,yes,no,cellular,25.0,jan,,1.0,202.0,2.0,success,TypeB
25.0,JobCat11,single,tertiary,no,,no,no,cellular,26.0,jan,,,307.0,1.0,failure,TypeA
92.0,JobCat2,married,unknown,no,775.0,no,no,,26.0,jan,0.0,4.0,96.0,3.0,success,TypeB
31.0,,single,tertiary,no,0.0,no,no,cellular,26.0,jan,0.0,,-1.0,0.0,unknown,TypeA
40.0,JobCat11,,,no,1108.0,no,no,,,jan,0.0,1.0,,5.0,failure,TypeA
56.0,JobCat2,,secondary,no,,no,no,cellular,26.0,jan,0.0,2.0,-1.0,0.0,unknown,TypeA
28.0,JobCat11,single,secondary,,255.0,no,no,cellular,27.0,jan,0.0,1.0,-1.0,0.0,unknown,TypeB
81.0,,married,primary,no,243.0,no,no,cellular,27.0,jan,0.0,1.0,92.0,1.0,success,TypeB
33.0,JobCat9,married,secondary,,,no,yes,cellular,,jan,0.0,1.0,-1.0,0.0,unknown,TypeA
26.0,JobCat9,single,unknown,no,0.0,yes,no,cellular,27.0,,0.0,1.0,92.0,2.0,success,TypeA
34.0,JobCat9,married,tertiary,no,6.0,yes,no,cellular,27.0,jan,0.0,1.0,435.0,1.0,failure,TypeA
48.0,JobCat11,divorced,secondary,no,1180.0,no,no,cellular,27.0,jan,0.0,1.0,238.0,3.0,,TypeB
36.0,JobCat1,divorced,secondary,no,70.0,no,no,,27.0,jan,,4.0,92.0,4.0,success,TypeB
,JobCat6,,unknown,no,831.0,yes,yes,telephone,27.0,jan,0.0,1.0,100.0,6.0,failure,TypeA
,unknown,married,,no,353.0,no,no,cellular,27.0,jan,0.0,1.0,93.0,2.0,failure,TypeA
61.0,JobCat11,,,no,,yes,no,cellular,27.0,jan,0.0,1.0,92.0,1.0,success,TypeB
18.0,JobCat5,single,,no,829.0,no,no,cellular,27.0,jan,0.0,3.0,202.0,2.0,success,TypeB
,JobCat2,,secondary,no,4572.0,no,no,cellular,27.0,jan,0.0,2.0,92.0,3.0,success,TypeA
54.0,JobCat11,married,secondary,no,,no,,cellular,,jan,0.0,1.0,-1.0,0.0,unknown,TypeB
37.0,JobCat11,married,secondary,no,0.0,no,no,cellular,27.0,jan,0.0,1.0,436.0,,failure,TypeB
44.0,JobCat9,,secondary,no,2776.0,yes,no,cellular,,jan,0.0,1.0,-1.0,,unknown,TypeB
56.0,,,primary,no,,no,no,cellular,28.0,jan,0.0,,,0.0,unknown,TypeA
73.0,JobCat2,married,primary,no,279.0,no,no,cellular,28.0,jan,,3.0,-1.0,0.0,unknown,TypeB
44.0,JobCat11,married,,no,2403.0,yes,no,cellular,28.0,jan,,2.0,-1.0,0.0,unknown,TypeA
61.0,JobCat2,married,secondary,no,89.0,no,,cellular,28.0,jan,0.0,2.0,92.0,3.0,failure,TypeA
66.0,JobCat2,married,tertiary,no,908.0,no,no,cellular,28.0,jan,,2.0,-1.0,0.0,unknown,TypeA
34.0,JobCat5,single,tertiary,no,129.0,no,no,cellular,28.0,jan,0.0,,93.0,1.0,success,TypeB
76.0,JobCat2,married,unknown,no,8919.0,no,no,cellular,28.0,jan,0.0,1.0,-1.0,0.0,unknown,TypeA
52.0,JobCat7,married,secondary,no,,no,no,cellular,28.0,jan,0.0,,93.0,1.0,success,TypeB
36.0,JobCat9,,tertiary,,6889.0,yes,no,cellular,28.0,jan,0.0,1.0,286.0,3.0,failure,TypeA
48.0,JobCat6,married,tertiary,no,,,no,cellular,28.0,jan,0.0,3.0,,1.0,other,TypeA
28.0,,,,no,2493.0,no,no,,28.0,jan,0.0,2.0,-1.0,0.0,unknown,TypeB
49.0,JobCat9,divorced,unknown,,,no,no,cellular,28.0,jan,0.0,1.0,-1.0,0.0,unknown,TypeB
27.0,JobCat6,single,tertiary,no,,yes,no,cellular,28.0,jan,0.0,2.0,,2.0,failure,TypeA
33.0,JobCat9,married,secondary,no,481.0,,yes,telephone,28.0,jan,0.0,4.0,164.0,1.0,other,TypeA
80.0,JobCat2,married,primary,no,997.0,no,no,cellular,28.0,jan,0.0,1.0,91.0,3.0,success,TypeB
68.0,JobCat2,single,,no,363.0,no,no,cellular,28.0,jan,0.0,,-1.0,0.0,unknown,TypeA
,,single,,,2017.0,yes,no,cellular,28.0,jan,0.0,1.0,286.0,5.0,failure,TypeA
31.0,JobCat9,married,tertiary,no,1699.0,,no,cellular,28.0,jan,0.0,1.0,83.0,3.0,success,TypeB
54.0,JobCat11,,secondary,no,0.0,no,no,cellular,,jan,,1.0,98.0,2.0,failure,TypeB
25.0,unknown,single,tertiary,no,6421.0,no,no,telephone,28.0,jan,0.0,4.0,-1.0,0.0,unknown,TypeA
52.0,JobCat9,married,tertiary,no,2557.0,no,no,,,jan,0.0,5.0,204.0,2.0,success,TypeB
63.0,JobCat9,married,,no,896.0,yes,no,cellular,28.0,jan,0.0,3.0,,4.0,other,TypeA
34.0,JobCat6,married,,no,2283.0,,no,,28.0,jan,0.0,2.0,-1.0,,unknown,TypeA
29.0,JobCat8,,,no,,no,no,cellular,28.0,jan,0.0,2.0,241.0,1.0,failure,TypeA
82.0,,divorced,primary,no,1381.0,no,no,cellular,28.0,jan,,3.0,,1.0,failure,TypeA
62.0,JobCat9,married,unknown,,4727.0,yes,no,telephone,28.0,,0.0,4.0,90.0,4.0,other,TypeA
60.0,JobCat2,married,,no,,yes,no,cellular,29.0,jan,0.0,2.0,-1.0,0.0,unknown,TypeB
43.0,JobCat8,married,tertiary,no,2501.0,no,no,,,jan,0.0,4.0,-1.0,0.0,unknown,TypeA
46.0,JobCat11,married,secondary,no,,yes,no,,,jan,0.0,4.0,436.0,1.0,other,TypeA
26.0,JobCat11,single,secondary,no,261.0,yes,yes,cellular,29.0,jan,0.0,3.0,142.0,6.0,success,TypeB
56.0,JobCat2,divorced,primary,no,694.0,no,no,,29.0,jan,,1.0,102.0,1.0,other,TypeB
32.0,JobCat6,married,,no,,no,no,cellular,29.0,jan,0.0,7.0,98.0,3.0,success,TypeA
24.0,JobCat11,single,secondary,no,338.0,no,no,cellular,29.0,jan,0.0,1.0,92.0,3.0,success,TypeA
54.0,JobCat11,,secondary,no,1958.0,no,no,telephone,29.0,jan,0.0,1.0,206.0,6.0,failure,TypeA
30.0,JobCat6,,,no,530.0,,no,cellular,29.0,jan,0.0,1.0,127.0,3.0,failure,TypeA
24.0,JobCat9,single,,no,,yes,no,cellular,29.0,jan,0.0,,-1.0,0.0,unknown,TypeA
42.0,JobCat6,single,tertiary,no,706.0,no,no,cellular,,jan,0.0,2.0,-1.0,0.0,unknown,TypeA
33.0,JobCat10,single,tertiary,no,154.0,no,no,cellular,,jan,0.0,2.0,-1.0,0.0,unknown,TypeA
,,,unknown,no,1708.0,no,no,telephone,29.0,jan,0.0,3.0,-1.0,0.0,unknown,TypeA
45.0,JobCat6,,,no,,no,no,cellular,29.0,jan,0.0,11.0,-1.0,0.0,unknown,TypeB
18.0,JobCat5,single,,,0.0,,no,cellular,1.0,feb,0.0,,91.0,8.0,failure,TypeA
,JobCat9,married,secondary,no,1599.0,yes,no,cellular,1.0,feb,0.0,2.0,96.0,3.0,failure,TypeA
60.0,JobCat6,married,unknown,no,264.0,no,no,telephone,1.0,feb,,,-1.0,0.0,unknown,TypeB
31.0,JobCat4,,secondary,no,278.0,no,,cellular,1.0,feb,0.0,5.0,-1.0,0.0,unknown,TypeB
40.0,,married,secondary,no,275.0,yes,no,cellular,1.0,feb,0.0,2.0,,0.0,unknown,TypeA
77.0,JobCat2,,tertiary,no,,no,no,telephone,1.0,feb,0.0,2.0,-1.0,0.0,unknown,TypeB
34.0,,single,tertiary,no,980.0,,no,,1.0,feb,0.0,2.0,95.0,2.0,failure,TypeA
65.0,JobCat2,married,tertiary,no,,no,no,telephone,2.0,feb,0.0,1.0,287.0,3.0,success,TypeA
60.0,JobCat6,married,tertiary,,3401.0,,no,cellular,2.0,feb,0.0,1.0,95.0,2.0,success,TypeA
67.0,JobCat6,married,secondary,no,1287.0,no,no,,2.0,feb,,1.0,-1.0,,unknown,TypeA
31.0,,,tertiary,no,62.0,yes,no,cellular,2.0,,0.0,1.0,,1.0,failure,TypeA
65.0,JobCat2,married,secondary,no,23421.0,no,no,cellular,2.0,feb,0.0,1.0,-1.0,0.0,unknown,TypeA
66.0,JobCat2,married,primary,no,3629.0,no,no,,2.0,feb,0.0,1.0,172.0,2.0,other,TypeB
45.0,,married,tertiary,,,no,no,cellular,2.0,feb,0.0,,-1.0,0.0,unknown,TypeB
28.0,,,unknown,no,4468.0,,no,cellular,2.0,feb,0.0,1.0,-1.0,0.0,unknown,TypeB
65.0,JobCat2,married,primary,no,493.0,no,no,cellular,2.0,feb,0.0,1.0,,2.0,failure,TypeA
56.0,JobCat7,married,secondary,no,1989.0,no,no,cellular,3.0,feb,,2.0,281.0,2.0,failure,TypeB
76.0,JobCat2,,secondary,no,852.0,no,no,telephone,,feb,0.0,2.0,-1.0,0.0,unknown,TypeA
64.0,JobCat1,married,,no,,no,no,telephone,3.0,feb,0.0,2.0,-1.0,0.0,unknown,TypeB
42.0,JobCat11,married,secondary,no,100.0,yes,no,cellular,3.0,feb,0.0,,-1.0,0.0,unknown,TypeA
72.0,,married,,no,,no,no,cellular,3.0,feb,0.0,2.0,82.0,3.0,success,TypeB
44.0,JobCat9,married,tertiary,no,1818.0,yes,yes,cellular,3.0,feb,0.0,1.0,92.0,4.0,failure,TypeB
52.0,JobCat3,married,secondary,no,955.0,no,yes,cellular,3.0,feb,0.0,1.0,48.0,3.0,success,TypeB
33.0,,single,,no,230.0,no,no,cellular,3.0,feb,0.0,,-1.0,0.0,unknown,TypeA
35.0,JobCat9,single,secondary,no,265.0,yes,yes,cellular,3.0,feb,0.0,1.0,,2.0,failure,TypeB
33.0,,,tertiary,no,221.0,,,cellular,3.0,feb,0.0,2.0,,0.0,unknown,TypeA
,JobCat9,married,,no,95.0,no,yes,cellular,3.0,feb,0.0,,-1.0,0.0,unknown,TypeB
68.0,JobCat2,married,tertiary,no,2812.0,no,no,cellular,3.0,feb,0.0,2.0,181.0,1.0,failure,TypeB
55.0,JobCat6,divorced,tertiary,no,2037.0,no,no,cellular,4.0,feb,0.0,2.0,94.0,3.0,success,TypeB
30.0,JobCat5,,tertiary,no,0.0,no,no,cellular,,feb,,3.0,276.0,2.0,failure,TypeB
62.0,JobCat2,,secondary,no,569.0,no,no,cellular,,feb,0.0,5.0,184.0,1.0,success,TypeB
76.0,JobCat2,married,primary,no,2223.0,no,no,telephone,4.0,feb,0.0,1.0,-1.0,0.0,unknown,TypeB
42.0,JobCat9,married,tertiary,no,3777.0,yes,no,,4.0,feb,0.0,4.0,-1.0,0.0,unknown,TypeA
47.0,JobCat1,single,primary,no,46.0,no,no,cellular,4.0,feb,0.0,1.0,-1.0,0.0,unknown,TypeA
33.0,JobCat11,,secondary,no,1085.0,no,no,cellular,4.0,feb,0.0,6.0,97.0,12.0,other,TypeB
55.0,JobCat11,married,secondary,no,602.0,no,no,cellular,4.0,feb,0.0,,150.0,6.0,success,TypeB
77.0,JobCat2,married,secondary,,2123.0,no,no,telephone,4.0,feb,0.0,4.0,-1.0,0.0,unknown,TypeA
41.0,JobCat9,single,tertiary,no,1646.0,yes,no,cellular,4.0,feb,0.0,1.0,184.0,6.0,success,TypeB
33.0,JobCat9,,tertiary,no,144.0,yes,yes,cellular,4.0,,,4.0,,20.0,failure,TypeA
26.0,JobCat6,single,tertiary,no,,no,no,,,feb,,4.0,191.0,5.0,success,TypeA
80.0,JobCat2,married,secondary,,2354.0,no,no,telephone,4.0,feb,0.0,1.0,181.0,2.0,failure,TypeB
63.0,JobCat1,,secondary,no,2.0,no,no,cellular,4.0,feb,0.0,2.0,93.0,1.0,success,TypeA
76.0,JobCat2,married,tertiary,no,0.0,no,no,telephone,4.0,feb,0.0,3.0,169.0,1.0,failure,TypeA
27.0,JobCat7,single,tertiary,no,1788.0,no,no,cellular,4.0,feb,0.0,1.0,100.0,1.0,success,TypeA
28.0,JobCat3,single,secondary,no,228.0,no,no,cellular,5.0,feb,0.0,,365.0,1.0,failure,TypeA
31.0,JobCat9,single,tertiary,no,696.0,no,yes,cellular,5.0,feb,0.0,1.0,176.0,8.0,failure,TypeA
30.0,JobCat3,single,secondary,no,228.0,no,no,,5.0,feb,0.0,1.0,288.0,,failure,TypeA
23.0,JobCat6,married,unknown,no,448.0,no,no,cellular,5.0,feb,,1.0,297.0,1.0,success,TypeB
32.0,JobCat6,married,tertiary,no,1778.0,no,no,,5.0,feb,0.0,,93.0,3.0,success,TypeA
28.0,JobCat5,single,unknown,no,,no,no,cellular,5.0,feb,0.0,3.0,175.0,1.0,failure,TypeA
,JobCat11,single,tertiary,no,994.0,no,no,cellular,5.0,feb,0.0,1.0,176.0,5.0,,TypeB
,JobCat6,divorced,,no,1057.0,no,no,cellular,5.0,feb,0.0,2.0,-1.0,0.0,unknown,TypeA
71.0,JobCat2,married,tertiary,no,4388.0,no,no,cellular,5.0,feb,0.0,1.0,183.0,3.0,other,TypeA
27.0,JobCat1,single,tertiary,no,19.0,no,no,cellular,,feb,0.0,2.0,64.0,2.0,success,TypeB
25.0,JobCat6,single,secondary,no,145.0,yes,no,cellular,5.0,feb,0.0,,-1.0,0.0,unknown,TypeA
58.0,JobCat10,married,secondary,no,1625.0,no,no,cellular,5.0,,0.0,2.0,-1.0,0.0,unknown,TypeB
73.0,JobCat2,married,tertiary,no,,no,no,cellular,5.0,feb,0.0,2.0,-1.0,0.0,unknown,TypeA
32.0,JobCat3,married,secondary,no,1221.0,yes,no,,5.0,feb,0.0,2.0,274.0,6.0,failure,TypeA
27.0,JobCat3,married,secondary,no,3310.0,no,no,cellular,5.0,feb,0.0,,-1.0,0.0,unknown,TypeA
52.0,JobCat6,married,unknown,no,339.0,no,no,telephone,5.0,feb,0.0,7.0,-1.0,0.0,unknown,TypeA
,JobCat6,married,tertiary,no,2750.0,no,no,cellular,5.0,feb,0.0,1.0,-1.0,0.0,unknown,TypeA
,JobCat6,single,tertiary,no,145.0,no,no,cellular,5.0,feb,,,182.0,1.0,failure,TypeA
30.0,JobCat9,married,,,2976.0,yes,no,cellular,5.0,feb,0.0,1.0,175.0,5.0,failure,TypeB
42.0,JobCat11,divorced,,no,490.0,yes,no,cellular,8.0,feb,0.0,2.0,188.0,1.0,,TypeA
46.0,JobCat3,married,secondary,no,1144.0,yes,no,cellular,8.0,feb,0.0,2.0,129.0,3.0,other,TypeB
84.0,JobCat2,divorced,primary,no,2619.0,no,no,telephone,8.0,feb,0.0,2.0,115.0,2.0,failure,TypeA
67.0,JobCat2,divorced,secondary,,704.0,no,no,cellular,8.0,feb,0.0,,97.0,1.0,success,TypeB
32.0,JobCat9,married,secondary,no,3000.0,yes,yes,cellular,8.0,feb,,3.0,221.0,1.0,failure,TypeA
20.0,JobCat5,single,secondary,no,216.0,no,no,cellular,8.0,feb,0.0,,187.0,1.0,success,TypeB
22.0,JobCat9,married,secondary,no,,,no,cellular,8.0,feb,0.0,1.0,94.0,4.0,success,TypeB
47.0,JobCat11,married,tertiary,no,97.0,yes,no,cellular,8.0,feb,0.0,,-1.0,,unknown,TypeA
45.0,,married,secondary,no,,no,no,telephone,8.0,feb,0.0,1.0,446.0,3.0,failure,TypeB
37.0,JobCat6,married,tertiary,no,1301.0,no,no,cellular,,feb,0.0,2.0,179.0,1.0,failure,TypeA
40.0,JobCat6,married,tertiary,no,,no,no,telephone,8.0,feb,0.0,6.0,-1.0,0.0,unknown,TypeB
79.0,JobCat2,divorced,secondary,,631.0,no,no,telephone,8.0,feb,0.0,2.0,181.0,1.0,failure,TypeA
,JobCat6,single,unknown,no,698.0,no,no,cellular,8.0,feb,0.0,1.0,-1.0,0.0,unknown,TypeA
33.0,JobCat6,married,tertiary,no,62.0,no,,cellular,8.0,feb,,2.0,185.0,2.0,failure,TypeB
,JobCat6,married,tertiary,no,3634.0,no,no,,8.0,feb,0.0,8.0,-1.0,0.0,unknown,TypeB
31.0,JobCat5,,secondary,,1536.0,no,no,cellular,9.0,feb,0.0,1.0,92.0,3.0,success,TypeB
60.0,JobCat9,married,,no,824.0,yes,no,cellular,9.0,feb,,1.0,558.0,,other,TypeB
,,,tertiary,no,235.0,no,no,cellular,9.0,feb,,1.0,,1.0,success,TypeB
16.0,,single,unknown,no,108.0,no,no,cellular,9.0,feb,0.0,,183.0,1.0,success,TypeB
65.0,JobCat4,married,tertiary,no,2331.0,no,no,telephone,9.0,,,1.0,,1.0,success,TypeB
23.0,JobCat5,single,secondary,no,125.0,no,no,cellular,9.0,feb,0.0,1.0,,2.0,success,TypeB
58.0,JobCat9,married,,no,7554.0,no,no,telephone,9.0,feb,0.0,1.0,469.0,1.0,success,TypeA
30.0,JobCat9,single,tertiary,no,1527.0,yes,no,cellular,9.0,feb,0.0,1.0,92.0,3.0,failure,TypeA
33.0,,single,secondary,,-32.0,no,yes,cellular,9.0,feb,,,182.0,5.0,failure,TypeB
37.0,JobCat3,single,tertiary,no,,yes,no,cellular,9.0,feb,0.0,2.0,183.0,2.0,failure,TypeB
53.0,JobCat11,married,secondary,no,10541.0,no,no,cellular,9.0,feb,0.0,2.0,92.0,1.0,success,TypeB
21.0,JobCat5,single,secondary,no,,no,no,cellular,9.0,feb,0.0,2.0,182.0,1.0,failure,TypeB
31.0,JobCat6,single,tertiary,no,935.0,no,no,cellular,9.0,,0.0,2.0,92.0,,success,TypeB
31.0,JobCat9,single,secondary,no,2085.0,no,no,cellular,9.0,feb,0.0,2.0,-1.0,0.0,unknown,TypeB
34.0,JobCat6,,tertiary,no,479.0,no,no,cellular,9.0,feb,0.0,2.0,,0.0,unknown,TypeB
47.0,JobCat11,married,secondary,no,0.0,no,yes,cellular,10.0,feb,0.0,2.0,93.0,2.0,other,TypeA
52.0,JobCat10,married,,no,94.0,no,no,cellular,10.0,feb,0.0,1.0,92.0,13.0,success,TypeB
34.0,JobCat5,single,,,,no,no,cellular,,feb,0.0,1.0,-1.0,0.0,unknown,TypeB
42.0,JobCat7,single,,no,94.0,yes,no,cellular,10.0,feb,0.0,1.0,183.0,6.0,success,TypeA
55.0,JobCat9,divorced,secondary,no,,no,no,cellular,10.0,feb,0.0,,183.0,1.0,failure,TypeB
61.0,JobCat2,married,tertiary,no,,yes,no,cellular,10.0,,0.0,2.0,92.0,5.0,success,TypeB
,JobCat10,,secondary,,201.0,no,no,cellular,10.0,feb,0.0,2.0,92.0,2.0,success,TypeB
33.0,JobCat9,married,tertiary,no,7050.0,no,no,cellular,,feb,0.0,3.0,187.0,1.0,success,TypeB
32.0,JobCat6,,tertiary,no,2885.0,no,no,cellular,10.0,feb,,2.0,156.0,4.0,other,TypeB
70.0,JobCat2,married,,no,579.0,no,no,cellular,11.0,feb,0.0,2.0,181.0,1.0,failure,TypeA
44.0,JobCat6,married,,no,1791.0,,no,cellular,11.0,feb,,,190.0,1.0,success,TypeB
54.0,unknown,married,,no,2206.0,no,no,cellular,11.0,feb,0.0,1.0,91.0,3.0,success,TypeB
,JobCat10,married,secondary,no,1211.0,no,no,cellular,11.0,feb,0.0,1.0,188.0,1.0,success,TypeB
77.0,,married,,no,638.0,no,no,cellular,11.0,feb,0.0,1.0,188.0,1.0,success,TypeB
75.0,JobCat2,divorced,primary,,37127.0,no,no,cellular,11.0,feb,0.0,1.0,-1.0,0.0,unknown,TypeA
57.0,JobCat1,married,primary,no,501.0,yes,yes,,11.0,feb,,7.0,,2.0,failure,TypeA
28.0,JobCat11,single,secondary,no,4448.0,no,no,cellular,11.0,feb,0.0,,-1.0,0.0,unknown,TypeB
29.0,,single,tertiary,no,533.0,no,no,,11.0,feb,,1.0,91.0,9.0,success,TypeB
61.0,JobCat2,married,tertiary,no,5267.0,no,no,cellular,11.0,feb,0.0,,,0.0,unknown,TypeB
76.0,JobCat2,married,,no,,no,no,cellular,11.0,feb,0.0,1.0,90.0,4.0,success,TypeB
75.0,JobCat3,,secondary,no,,no,no,cellular,11.0,feb,,2.0,190.0,1.0,failure,TypeA
,JobCat3,married,,no,61.0,yes,no,cellular,11.0,feb,,1.0,174.0,4.0,success,TypeB
33.0,JobCat6,married,tertiary,no,0.0,yes,no,cellular,11.0,feb,0.0,2.0,,5.0,success,TypeB
59.0,JobCat9,married,secondary,no,116.0,no,no,cellular,11.0,feb,0.0,1.0,183.0,7.0,success,TypeB
42.0,JobCat3,,secondary,no,413.0,,no,cellular,11.0,,0.0,,184.0,2.0,success,TypeB
33.0,JobCat8,single,tertiary,no,353.0,no,no,cellular,11.0,feb,0.0,1.0,183.0,1.0,success,TypeB
48.0,JobCat4,single,secondary,no,315.0,no,no,unknown,11.0,feb,0.0,1.0,-1.0,0.0,unknown,TypeB
44.0,JobCat9,single,,,451.0,no,no,cellular,11.0,,0.0,1.0,183.0,2.0,success,TypeA
71.0,JobCat2,married,secondary,no,,no,,,11.0,feb,0.0,1.0,-1.0,,unknown,TypeB
60.0,JobCat2,married,secondary,no,523.0,no,no,cellular,11.0,feb,0.0,1.0,182.0,3.0,success,TypeB
,,,secondary,,1454.0,yes,,,11.0,feb,,,297.0,2.0,failure,TypeB
57.0,JobCat2,,primary,no,9367.0,no,no,,11.0,feb,0.0,1.0,90.0,6.0,success,TypeB
37.0,JobCat3,married,secondary,,,yes,no,cellular,11.0,,0.0,2.0,-1.0,0.0,unknown,TypeB
64.0,JobCat2,married,,no,846.0,no,no,cellular,11.0,feb,0.0,1.0,181.0,3.0,failure,TypeB
66.0,JobCat2,married,secondary,no,780.0,no,no,cellular,,feb,0.0,4.0,-1.0,0.0,unknown,TypeA
25.0,JobCat11,single,secondary,no,255.0,no,,cellular,12.0,feb,,1.0,182.0,4.0,success,TypeA
,,single,tertiary,no,13014.0,no,no,cellular,12.0,feb,0.0,,183.0,1.0,success,TypeB
24.0,JobCat10,single,secondary,no,632.0,no,no,cellular,12.0,feb,0.0,,-1.0,0.0,unknown,TypeB
41.0,JobCat6,married,tertiary,no,,no,no,cellular,12.0,feb,0.0,2.0,184.0,3.0,success,TypeB
47.0,JobCat3,married,secondary,no,3715.0,,no,cellular,12.0,feb,0.0,2.0,182.0,4.0,other,TypeB
